objectid,行政區,地標類型,地標名稱,地址,電話,網址,twd97_x,twd97_y,更新日期
1627,萬里區,避難收容處所,SF207-0004崁腳活動中心,新北市萬里區崁脚里崁脚路55-1號,02-24923392,www.sw.ntpc.gov.tw,315507.10000000,2783675.70000000,2024-12-26 09:28:17.233000
1628,萬里區,避難收容處所,SF207-0005仁愛之家,新北市萬里區龜吼里玉田路61號,02-24922511#506,www.sw.ntpc.gov.tw,318938.20000000,2787856.90000000,2024-12-26 09:28:17.233000
1629,萬里區,避難收容處所,SF207-0006崁腳國小,新北市萬里區崁脚里崁脚路59號,02-24922037#23,www.sw.ntpc.gov.tw,315495.47000000,2783722.87000000,2024-12-26 09:28:17.233000
1630,萬里區,避難收容處所,SF207-0007大坪國小,新北市萬里區雙興里大坪路1號,02-24929461#51,www.sw.ntpc.gov.tw,314362.51000000,2784489.50000000,2024-12-26 09:28:17.233000
1631,萬里區,避難收容處所,SF207-0008中華商業海事職業學校,新北市萬里區北基里瑪鋉路15號,02-24922119#441,www.sw.ntpc.gov.tw,319080.67000000,2785650.02774000,2024-12-26 09:28:17.233000
1632,萬里區,避難收容處所,SF207-0009獅頭路瑪鋉公園,新北市中萬里加投瑪鋉港口小段269-20地號,02-24922064#401,www.sw.ntpc.gov.tw,319503.00000000,2785300.00000000,2024-12-26 09:28:17.233000
1633,萬里區,避難收容處所,SF207-0010磺潭社區親水公園,新北市萬里區磺潭里員潭路,02-24982816,www.sw.ntpc.gov.tw,315196.50000000,2788079.20000000,2024-12-26 09:28:17.233000
1634,萬里區,避難收容處所,SF207-0011鎮北宮,新北市萬里區龜吼里玉田路4-2號,02-24923232,www.sw.ntpc.gov.tw,318503.00000000,2786350.00000000,2024-12-26 09:28:17.233000
1635,萬里區,避難收容處所,SF207-0012基督教芥菜種營地,新北市萬里區龜吼里玉田路25號,02-24922224,www.sw.ntpc.gov.tw,318519.00000000,2787188.00000000,2024-12-26 09:28:17.233000
1636,萬里區,避難收容處所,SF207-0013大鵬國小,新北市萬里區大鵬里萬里加投14號,02-24988131#12,www.sw.ntpc.gov.tw,315587.83681900,2789065.92752000,2024-12-26 09:28:17.233000
1637,萬里區,避難收容處所,SF207-0014野柳國小,新北市萬里區野柳里港東路167號,02-24922512#13,www.sw.ntpc.gov.tw,319477.57000000,2788729.04000000,2024-12-26 09:28:17.233000
1638,萬里區,避難收容處所,SF207-0015萬里國中,新北市萬里區萬里里獅頭路24號,02-24922053#31,www.sw.ntpc.gov.tw,319994.46000000,2785650.78000000,2024-12-26 09:28:17.233000
1639,萬里區,避難收容處所,SF207-0016頂寮活動中心,新北市萬里區大鵬里頂社路18-6號,02-24988012,www.sw.ntpc.gov.tw,316076.90000000,2789257.50000000,2024-12-26 09:28:17.233000
1640,樹林區,避難收容處所,SF238-0001樹林區公所,新北市樹林區樹東里鎮前街93號,26812106#1601FAX：26861322,www.sw.ntpc.gov.tw,292851.51860300,2764741.60915000,2024-12-26 09:28:17.233000
1641,樹林區,避難收容處所,SF238-0002樹林高中,新北市樹林區和平里中華路8號,86852011#2112FAX：86856351,www.sw.ntpc.gov.tw,292649.55026300,2763954.03312000,2024-12-26 09:28:17.233000
1642,樹林區,避難收容處所,SF238-0003柑園國中,新北市樹林區柑園里柑園街2段125號,26801958#117FAX：26804565,www.sw.ntpc.gov.tw,288796.51299000,2760788.68752000,2024-12-26 09:28:17.233000
1643,樹林區,避難收容處所,SF238-0004文林國小,新北市樹林區潭底里千歲街59號,26812625#840FAX：26816662,www.sw.ntpc.gov.tw,293011.70095800,2765568.93903000,2024-12-26 09:28:17.233000
1644,樹林區,避難收容處所,SF238-0005樹林國小,新北市樹林區樹西里育英街176號,26812014#831FAX：26753761,www.sw.ntpc.gov.tw,292179.56104400,2764671.42238000,2024-12-26 09:28:17.233000
1645,樹林區,避難收容處所,SF238-0006武林國小,新北市樹林區金寮里保安街2段151號,26812475#830FAX：26817980,www.sw.ntpc.gov.tw,291926.37889100,2766024.07297000,2024-12-26 09:28:17.233000
1646,樹林區,避難收容處所,SF238-0007大同國小,新北市樹林區大同里大同街43號,86865486#841FAX：86865499,www.sw.ntpc.gov.tw,292151.14558500,2763772.37558000,2024-12-26 09:28:17.233000
1647,樹林區,避難收容處所,SF238-0008山佳國小,新北市樹林區山佳里中山路3段5號,26806673#830FAX：26806884,www.sw.ntpc.gov.tw,290561.00989500,2763126.01318000,2024-12-26 09:28:17.233000
1648,樹林區,避難收容處所,SF238-0009三多國小,新北市樹林區三福里三福街52號,26880698#140FAX：26886461,www.sw.ntpc.gov.tw,291020.48250700,2767651.59010000,2024-12-26 09:28:17.233000
1649,樹林區,避難收容處所,SF238-0010育德國小,新北市樹林區中山里佳園路1段34號,26805557#130FAX：26805955,www.sw.ntpc.gov.tw,289628.66940100,2762611.03346000,2024-12-26 09:28:17.233000
1650,樹林區,避難收容處所,SF238-0011柑園國小,新北市樹林區柑園里柑園街1段353號,26802507#231FAX：26803215,www.sw.ntpc.gov.tw,289327.97693000,2760923.76056000,2024-12-26 09:28:17.233000
1651,樹林區,避難收容處所,SF238-0012彭福國小,新北市樹林區和平里忠孝街30號,86866589#802FAX：86865471,www.sw.ntpc.gov.tw,292748.57133300,2763842.91239000,2024-12-26 09:28:17.233000
1652,樹林區,避難收容處所,SF238-0013育林國小,新北市樹林區樹南里復興路395號,26832112#301FAX：26832111,www.sw.ntpc.gov.tw,291962.73748100,2764265.36318000,2024-12-26 09:28:17.233000
1653,樹林區,避難收容處所,SF238-0014育林國中,新北市樹林區樹南里復興路395號,26841160#400FAX：26841091,www.sw.ntpc.gov.tw,291962.73748100,2764265.36318000,2024-12-26 09:28:17.233000
1654,樹林區,避難收容處所,SF238-0015三多國中,新北市樹林區獇寮里三多路101號,86881501#501FAX：86881514,www.sw.ntpc.gov.tw,291791.34130300,2766491.08942570,2024-12-26 09:28:17.233000
1655,樹林區,避難收容處所,SF238-0016桃子腳國中小,新北市樹林區南園里學勤路555號,89703225#8300FAX：89703228,www.sw.ntpc.gov.tw,288658.82380000,2760186.04934000,2024-12-26 09:28:17.233000
1656,樹林區,避難收容處所,SF238-0017三多市民活動中心,新北市樹林區三福里福與街17號1樓,26812106#1618FAX：26861322,www.sw.ntpc.gov.tw,290809.08000000,2767678.32000000,2024-12-26 09:28:17.233000
1657,樹林區,避難收容處所,SF238-0019東陽市民活動中心,新北市樹林區東陽里鎮前街467號,26812106#1618FAX：26861322,www.sw.ntpc.gov.tw,291654.23385200,2763867.81479000,2024-12-26 09:28:17.233000
1658,樹林區,避難收容處所,SF238-0020樂山市民活動中心,新北市樹林區樂山里中和街38號2樓,26812106#1618FAX：26861322,www.sw.ntpc.gov.tw,289360.83823300,2762914.09272000,2024-12-26 09:28:17.233000
1659,樹林區,避難收容處所,SF238-0021樹林體育場,新北市樹林區樹東里水源街81號,26812106#1618FAX：26861322,www.sw.ntpc.gov.tw,292977.87460200,2763894.19734000,2024-12-26 09:28:17.233000
1660,樹林區,避難收容處所,SF238-0022山佳市民活動中心,新北市樹林區山佳里新興街3-3號,26812106#1618FAX：26861322,www.sw.ntpc.gov.tw,290466.77059000,2762962.17950030,2024-12-26 09:28:17.233000
1661,雙溪區,避難收容處所,SF227-001雙溪高中,新北市雙溪區平林里梅竹蹊3號,2493-1028#231,www.sw.ntpc.gov.tw,337105.01224000,2769924.21950000,2024-12-26 09:28:17.233000
1662,雙溪區,避難收容處所,SF227-002雙溪國小,新北市雙溪區共和里東榮街54號1樓,2493-1005#30,www.sw.ntpc.gov.tw,337491.12370800,2769770.59684700,2024-12-26 09:28:17.233000
1663,雙溪區,避難收容處所,SF227-003共和市民活動中心,新北市雙溪區共和里中山路41巷6號1樓,2493-1111#124,www.sw.ntpc.gov.tw,337359.62677500,2769567.22711450,2024-12-26 09:28:17.233000
1664,雙溪區,避難收容處所,SF227-005中正市民活動中心,新北市雙溪區牡丹里中正路64號1樓,2493-1111#124,www.sw.ntpc.gov.tw,337358.10000000,2770875.60000000,2024-12-26 09:28:17.233000
1665,雙溪區,避難收容處所,SF227-006長源市民活動中心,新北市雙溪區長源里柑腳路19號2樓,2493-1111#124,www.sw.ntpc.gov.tw,331216.00000000,2767621.00000000,2024-12-26 09:28:17.233000
1666,雙溪區,避難收容處所,SF227-007三港集會所,新北市雙溪區三港里三港7號,2493-1111#124,www.sw.ntpc.gov.tw,338802.96995600,2771930.25317000,2024-12-26 09:28:17.233000
1667,雙溪區,避難收容處所,SF227-008泰平市民活動中心,新北市雙溪區泰平里溪尾寮46號,2493-1111#124,www.sw.ntpc.gov.tw,332930.73593400,2762422.96530000,2024-12-26 09:28:17.233000
1668,雙溪區,避難收容處所,SF227-009上林國小,新北市雙溪區上林里內平林60號1樓,2493-1671#13,www.sw.ntpc.gov.tw,333960.91798900,2769251.27454000,2024-12-26 09:28:17.233000
1669,雙溪區,避難收容處所,SF227-010牡丹國小,新北市雙溪區三貂里政光路3號1樓,2493-1240#201,www.sw.ntpc.gov.tw,335933.59000000,2772996.18000000,2024-12-26 09:28:17.233000
1670,雙溪區,避難收容處所,SF227-011平林市民活動中心,新北市雙溪區平林里外平林52號,2493-1111#124,www.sw.ntpc.gov.tw,335734.41766500,2769926.61178220,2024-12-26 09:28:17.233000
1671,雙溪區,避難收容處所,SF227-012外柑市民活動中心,新北市雙溪區外柑里6鄰外柑腳49號,2493-1111#124,www.sw.ntpc.gov.tw,331538.60000000,2768043.30000000,2024-12-26 09:28:17.233000
1672,雙溪區,避難收容處所,SF227-013柑林國小,新北市雙溪區長源里9鄰柑腳3號,2493-1624#13,www.sw.ntpc.gov.tw,331203.86786000,2767694.47424000,2024-12-26 09:28:17.233000
1673,雙溪區,避難收容處所,SF227-014牡丹市民活動中心,新北市雙溪區牡丹里下坑路36號,2493-1111#124,www.sw.ntpc.gov.tw,335808.00000000,2772325.00000000,2024-12-26 09:28:17.233000
1674,蘆洲區,避難收容處所,SF247-0001蘆洲區公所,新北市蘆洲區保和里三民路95號7樓,2281-1484*110,www.sw.ntpc.gov.tw,297790.61219200,2775242.85279960,2024-12-26 09:28:17.233000
1675,蘆洲區,避難收容處所,SF247-0002永平市民活動中心,新北市蘆洲區永樂里永平街1號4樓,2281-1484*230,www.sw.ntpc.gov.tw,296315.35720000,2775864.60670000,2024-12-26 09:28:17.233000
1676,蘆洲區,避難收容處所,SF247-0003長安市民活動中心,新北市蘆洲區忠義里長安街96號4樓,2281-1484*230,www.sw.ntpc.gov.tw,296597.99001700,2774799.37313330,2024-12-26 09:28:17.233000
1677,蘆洲區,避難收容處所,SF247-0004重陽市民活動中心,新北市蘆洲區樓厝里集賢路221巷11號1樓,2281-1484*230,www.sw.ntpc.gov.tw,298790.62536300,2775359.28512490,2024-12-26 09:28:17.233000
1678,蘆洲區,避難收容處所,SF247-0005民生市民活動中心,新北市蘆洲區得仁里民生街129巷14號1樓,2281-1484*230,www.sw.ntpc.gov.tw,297698.02880000,2774546.27380000,2024-12-26 09:28:17.233000
1679,蘆洲區,避難收容處所,SF247-0006水湳市民活動中心,新北市蘆洲區水湳里民族路426巷17號1樓,2281-1484*230,www.sw.ntpc.gov.tw,297714.23538800,2776130.19339170,2024-12-26 09:28:17.233000
1680,蘆洲區,避難收容處所,SF247-0008得仁市民活動中心,新北市蘆洲區中山一路415號6樓,2281-1484*230,www.sw.ntpc.gov.tw,297314.45385000,2774355.34300000,2024-12-26 09:28:17.233000
1681,蘆洲區,避難收容處所,SF247-0009財團法人新北市基督徒蘆洲禮拜堂,新北市蘆洲區仁德里三民路26巷71弄2號B1地下室,2283-1223*21,www.sw.ntpc.gov.tw,298274.25610000,2775109.12350000,2024-12-26 09:28:17.233000
1682,蘆洲區,避難收容處所,SF247-0010成功國小,新北市蘆洲區成功里長安街311號,2285-8998*842,www.sw.ntpc.gov.tw,296144.07990000,2775344.96810000,2024-12-26 09:28:17.233000
1683,蘆洲區,避難收容處所,SF247-0011鷺江國中,新北市蘆洲區正義里長樂路235號,8286-2517*115,www.sw.ntpc.gov.tw,296597.39000000,2775855.23210000,2024-12-26 09:28:17.233000
1684,蘆洲區,避難收容處所,SF247-0012三民高中,新北市蘆洲區保和里三民路96號,2289-4675*231,www.sw.ntpc.gov.tw,297712.22921400,2775437.68533050,2024-12-26 09:28:17.233000
1685,蘆洲區,避難收容處所,SF247-0013蘆洲國中,新北市蘆洲區中原里中正路265號,2281-1571*311,www.sw.ntpc.gov.tw,297043.69564900,2775504.82337930,2024-12-26 09:28:17.233000
1686,蘆洲區,避難收容處所,SF247-0014仁愛國小,新北市蘆洲區水湳里民族路488號,2283-8815*830,www.sw.ntpc.gov.tw,297507.13279400,2775990.09548010,2024-12-26 09:28:17.233000
1687,蘆洲區,避難收容處所,SF247-0015忠義國小,新北市蘆洲區正義里光榮路99號,2289-9591*241,www.sw.ntpc.gov.tw,296787.83219000,2775748.78682940,2024-12-26 09:28:17.233000
1688,蘆洲區,避難收容處所,SF247-0016鷺江國小,新北市蘆洲區鷺江里民族路7號,2281-9980*9502,www.sw.ntpc.gov.tw,298028.80282600,2775205.73370950,2024-12-26 09:28:17.233000
1689,蘆洲區,避難收容處所,SF247-0017蘆洲國小,新北市蘆洲區保和里中正路100號,2281-6202*141,www.sw.ntpc.gov.tw,297404.38873300,2775194.61507500,2024-12-26 09:28:17.233000
1690,蘆洲區,避難收容處所,SF247-0018徐匯中學,新北市蘆洲區溪漧里中山一路1號,2281-7565*8303,www.sw.ntpc.gov.tw,298417.48210000,2774754.11520000,2024-12-26 09:28:17.233000
1691,蘆洲區,避難收容處所,SF247-0019永安兒童公園市民活動中心,新北市蘆洲區恆德里永安北路二段42之6號1樓,2281-1484*230,www.sw.ntpc.gov.tw,298606.63540000,2774909.37040000,2024-12-26 09:28:17.233000
1692,蘆洲區,避難收容處所,SF247-0020溪墘湧蓮市民活動中心,新北市蘆洲區溪墘里信義路65號1樓,2281-1484*230,www.sw.ntpc.gov.tw,298021.90300000,2774675.74780000,2024-12-26 09:28:17.233000
1693,蘆洲區,避難收容處所,SF247-0021蘆洲柳堤防災公園,新北市蘆洲區光榮路及長樂路口,2281-1484*110,www.sw.ntpc.gov.tw,296668.00000000,2775617.80000000,2024-12-26 09:28:17.233000
1694,蘆洲區,避難收容處所,SF247-0022仁愛市民活動中心,新北市蘆洲區水湳里民權路143號1樓,2281-1484*230,www.sw.ntpc.gov.tw,297536.14550000,2775941.77630000,2024-12-26 09:28:17.233000
1695,鶯歌區,避難收容處所,SF239-0002北鶯市民活動中心,新北市鶯歌區仁愛路55號,26780202分機243,www.sw.ntpc.gov.tw,285782.31326700,2760943.27245000,2024-12-26 09:28:17.233000
1696,鶯歌區,避難收容處所,SF239-0003西鶯市民活動中心,新北市鶯歌區中正一路203號,26780202分機243,www.sw.ntpc.gov.tw,285700.20125100,2761085.85621000,2024-12-26 09:28:17.233000
1697,鶯歌區,避難收容處所,SF239-0005中湖市民活動中心,新北市鶯歌區中湖街25號,26780202分機243,www.sw.ntpc.gov.tw,285144.87492300,2762829.97460000,2024-12-26 09:28:17.233000
1698,鶯歌區,避難收容處所,SF239-0006新北市立尖山國民中學,新北市鶯歌區國中街1號,02-26781670分機30,www.sw.ntpc.gov.tw,284556.53882300,2759580.75090000,2024-12-26 09:28:17.233000
1699,鶯歌區,避難收容處所,SF239-0007新北市立鳳鳴國民中學,新北市鶯歌區永和街33號,(02)26780609#212,www.sw.ntpc.gov.tw,283497.78459100,2762171.45102000,2024-12-26 09:28:17.233000
1700,鶯歌區,避難收容處所,SF239-0008新北市立鶯歌國民中學,新北市鶯歌區尖山埔路108號,(02)26701461#226,www.sw.ntpc.gov.tw,284820.79022000,2760329.11315000,2024-12-26 09:28:17.233000
1701,鶯歌區,避難收容處所,SF239-0009新北市立鶯歌高級工商職業學校,新北市鶯歌區中正三路154號,(02)2677-5040分機820,www.sw.ntpc.gov.tw,283831.94049200,2759094.37395000,2024-12-26 09:28:17.233000
1702,鶯歌區,避難收容處所,SF239-0010新北市鶯歌區中湖國民小學,新北市鶯歌區中湖街25號,(02)86775640#301,www.sw.ntpc.gov.tw,285144.87492300,2762829.97460000,2024-12-26 09:28:17.233000
1703,鶯歌區,避難收容處所,SF239-0011新北市鶯歌區二橋國民小學,新北市鶯歌區中正三路106號,(02)2679-2364分機230,www.sw.ntpc.gov.tw,284096.92598900,2759270.86099000,2024-12-26 09:28:17.233000
1704,鶯歌區,避難收容處所,SF239-0012新北市鶯歌區建國國民小學,新北市鶯歌區育英街2號,(02)2670-9228分機100,www.sw.ntpc.gov.tw,284996.64360000,2760834.12770000,2024-12-26 09:28:17.233000
1705,鶯歌區,避難收容處所,SF239-0013新北市鶯歌區昌福國民小學,新北市鶯歌區永明街22號,(02)86773322分機210,www.sw.ntpc.gov.tw,284247.41657000,2760907.36898000,2024-12-26 09:28:17.233000
1706,鶯歌區,避難收容處所,SF239-0014新北市鶯歌區永吉國民小學,新北市鶯歌區德昌二街2號,(02)2670-4177分機302,www.sw.ntpc.gov.tw,283615.55409000,2761251.67222000,2024-12-26 09:28:17.233000
1707,鶯歌區,避難收容處所,SF239-0015新北市鶯歌區鳳鳴國民小學,新北市鶯歌區永和街120號,(02)2679-7554分機301,www.sw.ntpc.gov.tw,283828.80613000,2762401.16320000,2024-12-26 09:28:17.233000
1708,鶯歌區,避難收容處所,SF239-0016新北市鶯歌區鶯歌國民小學,新北市鶯歌區尖山埔路106號,02-26793842分機230,www.sw.ntpc.gov.tw,284915.32420400,2760414.76142000,2024-12-26 09:28:17.233000
1709,中和區,醫學中心,衛生福利部雙和醫院,新北市中和區力行里33鄰中正路291號,02-22490088,,299866.25000000,2765150.98000000,2024-12-26 09:28:17.233000
1710,板橋區,醫學中心,醫療財團法人徐元智先生醫藥基金會亞東紀念醫院,新北市板橋區華東里8鄰南雅南路二段21號,02-89667000,,295691.93000000,2765540.87000000,2024-12-26 09:28:17.233000
1711,淡水區,醫學中心,台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,新北市淡水區民生里19鄰民生路45號,02-28094661,,296635.61000000,2781264.43000000,2024-12-26 09:28:17.233000
1712,新店區,醫學中心,佛教慈濟醫療財團法人台北慈濟醫院,新北市新店區復興里13鄰建國路289號,02-66289779,,304101.24000000,2764309.52000000,2024-12-26 09:28:17.233000
1713,八里區,警察機關,八里分駐所,新北市八里區訊塘路37號,02-26101315,www.luzhou.police.ntpc.gov.tw,290080.00000000,2782006.00000000,2024-12-26 09:28:17.233000
1714,八里區,警察機關,基隆港務警察局台北派出所,新北市八里區商港路120號,02-86302082,,289549.42000000,2782563.91000000,2024-12-26 09:28:17.233000
1715,八里區,警察機關,龍源派出所,新北市八里區龍源里龍米路一段225號,02-26182245,www.luzhou.police.ntpc.gov.tw,295509.00000000,2780492.00000000,2024-12-26 09:28:17.233000
1716,三芝區,警察機關,三芝分駐所,新北市三芝區育英街27號,02-26362049,www.tamsui.police.ntpc.gov.tw,300475.00000000,2794383.00000000,2024-12-26 09:28:17.233000
1717,三芝區,警察機關,後厝派出所,新北市三芝區後厝里北勢子45之32號,02-26362052,www.tamsui.police.ntpc.gov.tw,297306.00000000,2793676.00000000,2024-12-26 09:28:17.233000
1718,三芝區,警察機關,興華派出所,新北市三芝區興華里田心子1號,02-26371425,www.tamsui.police.ntpc.gov.tw,300594.00000000,2788527.00000000,2024-12-26 09:28:17.233000
1719,三重區,警察機關,二重派出所,新北市三重區重新路五段406號,02-29956794,www.sanchong.police.ntpc.gov.tw,297947.00000000,2771099.00000000,2024-12-26 09:28:17.233000
1720,三重區,警察機關,三重分局,新北市三重區重新路3段147號,02-89818900,www.sanchong.police.ntpc.gov.tw,299447.48000000,2772415.09000000,2024-12-26 09:28:17.233000
1721,三重區,警察機關,三重交通分隊,新北市三重區光復路二段175號,02-29955550,www.police.ntpc.gov.tw,297656.00000000,2772653.00000000,2024-12-26 09:28:17.233000
1722,三重區,警察機關,三重派出所,新北市三重區重新路一段43號,02-29722553,www.sanchong.police.ntpc.gov.tw,300678.00000000,2772957.00000000,2024-12-26 09:28:17.233000
1723,三重區,警察機關,大同派出所,新北市三重區大同南路155號,02-29723261,www.sanchong.police.ntpc.gov.tw,300099.00000000,2772147.00000000,2024-12-26 09:28:17.233000
1724,三重區,警察機關,大有派出所,新北市三重區大有里中正北路402號,02-89851911,www.sanchong.police.ntpc.gov.tw,297967.00000000,2773667.00000000,2024-12-26 09:28:17.233000
1725,三重區,警察機關,中興橋派出所,新北市三重區成功路21號,02-29789513,www.sanchong.police.ntpc.gov.tw,299438.00000000,2771469.00000000,2024-12-26 09:28:17.233000
1726,三重區,警察機關,永福派出所,新北市三重區永福里力行路二段162巷53號,02-22802067,www.sanchong.police.ntpc.gov.tw,298605.00000000,2774350.00000000,2024-12-26 09:28:17.233000
1727,三重區,警察機關,光明派出所,新北市三重區過圳街46號,02-29860655,www.sanchong.police.ntpc.gov.tw,299158.00000000,2772597.00000000,2024-12-26 09:28:17.233000
1728,三重區,警察機關,長泰派出所,新北市三重區仁愛街15號,02-29735094,www.sanchong.police.ntpc.gov.tw,300148.79000000,2773708.94000000,2024-12-26 09:28:17.233000
1729,三重區,警察機關,厚德派出所,新北市三重區厚德里三和路三段186號,02-29712064,www.sanchong.police.ntpc.gov.tw,299645.00000000,2773985.00000000,2024-12-26 09:28:17.233000
1730,三重區,警察機關,重陽派出所,新北市三重區集賢路163號,02-82879727,www.sanchong.police.ntpc.gov.tw,299213.00000000,2775748.00000000,2024-12-26 09:28:17.233000
1731,三重區,警察機關,慈福派出所,新北市三重區仁愛街519號,02-29815111,www.sanchong.police.ntpc.gov.tw,299160.00000000,2774975.00000000,2024-12-26 09:28:17.233000
1732,三峽區,警察機關,三峽分局,新北市三峽區中正路1段48號,02-26711796,www.sanxia.police.ntpc.gov.tw,287906.00000000,2758154.00000000,2024-12-26 09:28:17.233000
1733,三峽區,警察機關,三峽交通分隊,新北市三峽區中正路二段451號,02-26710229,www.police.ntpc.gov.tw,286623.00000000,2755466.00000000,2024-12-26 09:28:17.233000
1734,三峽區,警察機關,三峽派出所,新北市三峽區民權街38號,02-26711254,www.sanxia.police.ntpc.gov.tw,287324.00000000,2758462.00000000,2024-12-26 09:28:17.233000
1735,三峽區,警察機關,五寮派出所,新北市三峽區五寮里五寮154號,02-26720283,www.sanxia.police.ntpc.gov.tw,286298.00000000,2750056.00000000,2024-12-26 09:28:17.233000
1736,三峽區,警察機關,北大派出所,新北市三峽區學成路396號,02-26730561,www.sanxia.police.ntpc.gov.tw,288157.00000000,2759638.00000000,2024-12-26 09:28:17.233000
1737,三峽區,警察機關,吉埔派出所,新北市三峽區中正路二段451號,02-26711278,www.sanxia.police.ntpc.gov.tw,286596.00000000,2755456.00000000,2024-12-26 09:28:17.233000
1738,三峽區,警察機關,圳頭派出所,新北市三峽區中正路二段451號1樓,02-26720167,www.sanxia.police.ntpc.gov.tw,286609.00000000,2755460.00000000,2024-12-26 09:28:17.233000
1739,三峽區,警察機關,成福派出所,新北市三峽區成福路84號,02-26726097,www.sanxia.police.ntpc.gov.tw,292495.00000000,2758057.00000000,2024-12-26 09:28:17.233000
1740,三峽區,警察機關,保安警察第一總隊第一大隊,新北市三峽區大埔路150號,02-86716257,,287115.80000000,2754944.61000000,2024-12-26 09:28:17.233000
1741,三峽區,警察機關,保安警察第一總隊第五大隊,新北市三峽區大埔路150號,02-26739152,,287115.80000000,2754944.61000000,2024-12-26 09:28:17.233000
1742,三峽區,警察機關,插角派出所,新北市三峽區插角里67-1號,02-26720121,www.sanxia.police.ntpc.gov.tw,291078.00000000,2751540.00000000,2024-12-26 09:28:17.233000
1743,三峽區,警察機關,橫溪派出所,新北市三峽區介壽路三段49號,02-86761762,www.sanxia.police.ntpc.gov.tw,289929.00000000,2758928.00000000,2024-12-26 09:28:17.233000
1744,土城區,警察機關,土城分局,新北市土城區和平路22號,02-22665929,www.tucheng.police.ntpc.gov.tw,294730.00000000,2762874.00000000,2024-12-26 09:28:17.233000
1745,土城區,警察機關,土城交通分隊,新北市土城區和平路22號4樓,02-22666090,www.police.ntpc.gov.tw,294722.00000000,2762874.00000000,2024-12-26 09:28:17.233000
1746,土城區,警察機關,土城派出所,新北市土城區和平路22號,02-22656058,www.tucheng.police.ntpc.gov.tw,294727.00000000,2762879.00000000,2024-12-26 09:28:17.233000
1747,土城區,警察機關,金城派出所,新北市土城區延吉街318號,02-22633152,www.tucheng.police.ntpc.gov.tw,296805.00000000,2764095.00000000,2024-12-26 09:28:17.233000
1748,土城區,警察機關,清水派出所,新北市土城區青雲路220號,02-22615479,www.tucheng.police.ntpc.gov.tw,296319.00000000,2763791.00000000,2024-12-26 09:28:17.233000
1749,土城區,警察機關,頂埔派出所,新北市土城區中央路4段102號(頂埔捷運站1號出口),02-22681220,www.tucheng.police.ntpc.gov.tw,292233.00000000,2761333.00000000,2024-12-26 09:28:17.233000
1750,土城區,警察機關,新北市政府警察局少年警察隊,新北市土城區和平路22號5樓,02-22665750,www.jpdb.police.ntpc.gov.tw,294717.00000000,2762872.00000000,2024-12-26 09:28:17.233000
1751,土城區,警察機關,廣福派出所,新北市土城區莊園街2號,02-22701588,www.tucheng.police.ntpc.gov.tw,294806.79846600,2763908.43806640,2024-12-26 09:28:17.233000
1752,中和區,警察機關,中和分局,新北市中和區興南里圓通路30號,02-22498950,www.zhonghe.police.ntpc.gov.tw,300555.00000000,2765631.00000000,2024-12-26 09:28:17.233000
1753,中和區,警察機關,中和分局交通分隊,新北市中和區民安街158號,02-22211890,www.zhonghe.police.ntpc.gov.tw,298228.00000000,2766134.00000000,2024-12-26 09:28:17.233000
1754,中和區,警察機關,中和分局偵查隊,新北市中和區民安街150號,02-22211527,www.zhonghe.police.ntpc.gov.tw,298197.00000000,2766035.00000000,2024-12-26 09:28:17.233000
1755,中和區,警察機關,中和分局警備隊,新北市中和區民安街150號,02-22211721,www.zhonghe.police.ntpc.gov.tw,298218.00000000,2766030.00000000,2024-12-26 09:28:17.233000
1756,中和區,警察機關,中和派出所,新北市中和區漳和里中和路102之1號,02-22489083,www.zhonghe.police.ntpc.gov.tw,300715.00000000,2765828.00000000,2024-12-26 09:28:17.233000
1757,中和區,警察機關,中原派出所,新北市中和區立德街60號,02-22213633,www.zhonghe2.police.ntpc.gov.tw,299287.00000000,2766710.00000000,2024-12-26 09:28:17.233000
1758,中和區,警察機關,安平派出所,新北市中和區中安街175號,02-29264139,www.zhonghe.police.ntpc.gov.tw,301603.00000000,2765865.00000000,2024-12-26 09:28:17.233000
1759,中和區,警察機關,秀山派出所,新北市中和區成功路139號,02-29402114,www.zhonghe.police.ntpc.gov.tw,303087.00000000,2764823.00000000,2024-12-26 09:28:17.233000
1760,中和區,警察機關,保安警察第二總隊一大一中,新北市中和區景新街210巷2弄1號,02-86688977,,301181.35000000,2765229.95000000,2024-12-26 09:28:17.233000
1761,中和區,警察機關,保安警察第二總隊台北分隊,新北市中和區景新街210巷2弄1號,02-86681319,,301181.35000000,2765230.48000000,2024-12-26 09:28:17.233000
1762,中和區,警察機關,保安警察第二總隊警衛小隊,新北市中和區景平路123號,02-29421701,,302124.46000000,2764977.53000000,2024-12-26 09:28:17.233000
1763,中和區,警察機關,保安警衛分隊,新北市中和區景平路123號,02-29421701,,302052.00000000,2764990.00000000,2024-12-26 09:28:17.233000
1764,中和區,警察機關,南勢派出所,新北市中和區壽南里南山路322號,02-29419445,www.zhonghe.police.ntpc.gov.tw,301273.00000000,2764381.00000000,2024-12-26 09:28:17.233000
1765,中和區,警察機關,員山派出所,新北市中和區嘉穗里員山路235巷1號,02-22237295,www.zhonghe.police.ntpc.gov.tw,298528.00000000,2765675.00000000,2024-12-26 09:28:17.233000
